,startlist_old,startlist_new,parcours,date,distance,points_scale,uci_scale,profile_score,vertical_meters,startlist_quality,title
3279,mauri-vansevenant,VANSEVENANT Mauri,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3280,romain-bardet,BARDET Romain,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3281,tobias-lund-andresen,ANDRESEN Tobias Lund,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3282,chris-hamilton,HAMILTON Chris,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3283,fabio-jakobsen,JAKOBSEN Fabio,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3284,bram-welten,WELTEN Bram,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3285,gijs-leemreize,LEEMREIZE Gijs,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3286,julius-van-den-berg,VAN DEN BERG Julius,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3287,kevin-vermaerke,VERMAERKE Kevin,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3288,alessandro-de-marchi,DE MARCHI Alessandro,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3289,edward-irl-dunbar,DUNBAR Eddie,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3290,caleb-ewan,EWAN Caleb,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3291,michael-hepburn,HEPBURN Michael,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3292,luka-mezgec,MEZGEC Luka,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3293,luke-plapp,PLAPP Luke,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3294,max-walscheid,WALSCHEID Max,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3295,filippo-zana,ZANA Filippo,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3296,matteo-fabbro,FABBRO Matteo,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3297,davide-bais,BAIS Davide,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3298,mattia-bais,BAIS Mattia,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3299,giovanni-lonardi,LONARDI Giovanni,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3300,mirco-maestri,MAESTRI Mirco,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3301,andrea-pietrobon,PIETROBON Andrea,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3302,davide-piganzoli,PIGANZOLI Davide,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3303,jhonatan-restrepo,RESTREPO Jhonatan,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3304,christophe-laporte,LAPORTE Christophe,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3305,edoardo-affini,AFFINI Edoardo,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3306,koen-bouwman,BOUWMAN Koen,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3307,robert-gesink,GESINK Robert,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3308,olav-kooij,KOOIJ Olav,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3309,jan-tratnik,TRATNIK Jan,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3310,cian-uijtdebroeks,UIJTDEBROEKS Cian,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3311,attila-valter,VALTER Attila,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3312,matteo-trentin,TRENTIN Matteo,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3313,alberto-dainese,DAINESE Alberto,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3314,robin-froidevaux,FROIDEVAUX Robin,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3315,alexander-kamp,KAMP Alexander,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3316,alexander-krieger,KRIEGER Alexander,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3317,marius-mayrhofer,MAYRHOFER Marius,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3318,michael-storer,STORER Michael,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3319,florian-stork,STORK Florian,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3320,tadej-pogacar,POGAČAR Tadej,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3321,rui-oliveira,OLIVEIRA Rui,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3322,mikkel-bjerg,BJERG Mikkel,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3323,felix-grossschartner,GROßSCHARTNER Felix,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3324,vegard-stake-laengen,LAENGEN Vegard Stake,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3325,rafal-majka,MAJKA Rafał,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3326,juan-sebastian-molano,MOLANO Juan Sebastián,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3327,domen-novak,NOVAK Domen,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3328,domenico-pozzovivo,POZZOVIVO Domenico,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3329,luca-covili,COVILI Luca,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3330,filippo-fiorelli,FIORELLI Filippo,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3331,martin-marcellusi,MARCELLUSI Martin,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3332,alessio-martinelli,MARTINELLI Alessio,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3333,giulio-pellizzari,PELLIZZARI Giulio,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3334,alessandro-tonelli,TONELLI Alessandro,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3335,enrico-zanoncello,ZANONCELLO Enrico,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3336,antonio-tiberi,TIBERI Antonio,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3337,rainer-kepplinger,KEPPLINGER Rainer,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3338,phil-bauhaus,BAUHAUS Phil,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3339,damiano-caruso,CARUSO Damiano,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3340,andrea-pasqualon,PASQUALON Andrea,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3341,wout-poels,POELS Wout,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3342,jasha-sutterlin,SÜTTERLIN Jasha,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3343,torstein-traeen,TRÆEN Torstein,p3,24 May 2024,164.0,GT.B.Stage,UCI.WR.GT.B.Stage,259.0,3258.0,732.0,Giro d'Italia 2024 Stage 19
3344,geraint-thomas,THOMAS Geraint,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3345,thymen-arensman,ARENSMAN Thymen,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3346,tobias-foss,FOSS Tobias,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3347,filippo-ganna,GANNA Filippo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3348,jhonatan-narvaez,NARVÁEZ Jhonatan,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3349,magnus-sheffield,SHEFFIELD Magnus,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3350,ben-swift,SWIFT Ben,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3351,connor-swift,SWIFT Connor,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3352,kaden-groves,GROVES Kaden,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3353,tobias-bayer,BAYER Tobias,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3354,nicola-conci,CONCI Nicola,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3355,quinten-hermans,HERMANS Quinten,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3356,jimmy-janssens,JANSSENS Jimmy,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3357,timo-kielich,KIELICH Timo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3358,edward-planckaert,PLANCKAERT Edward,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3359,fabio-van-den-bossche,VAN DEN BOSSCHE Fabio,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3360,jenthe-biermans,BIERMANS Jenthe,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3361,louis-barre,BARRÉ Louis,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3362,ewen-costiou,COSTIOU Ewen,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3363,david-dekker,DEKKER David,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3364,donavan-grondin,GRONDIN Donavan,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3365,michel-ries,RIES Michel,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3366,alan-riou,RIOU Alan,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3367,alessandro-verre,VERRE Alessandro,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3368,simone-velasco,VELASCO Simone,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3369,davide-ballerini,BALLERINI Davide,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3370,aleksey-lutsenko,LUTSENKO Alexey,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3371,lorenzo-fortunato,FORTUNATO Lorenzo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3372,max-kanter,KANTER Max,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3373,henok-mulubrhan,MULUBRHAN Henok,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3374,vadim-pronskiy,PRONSKIY Vadim,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3375,christian-scaroni,SCARONI Christian,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3376,daniel-felipe-martinez,MARTÍNEZ Daniel Felipe,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3377,giovanni-aleotti,ALEOTTI Giovanni,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3378,jonas-koch,KOCH Jonas,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3379,florian-lipowitz,LIPOWITZ Florian,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3380,ryan-mullen,MULLEN Ryan,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3381,maximilian-schachmann,SCHACHMANN Maximilian,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3382,danny-van-poppel,VAN POPPEL Danny,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3383,patrick-gamper,GAMPER Patrick,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3384,stefano-oldani,OLDANI Stefano,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3385,stanislaw-aniolkowski,ANIOŁKOWSKI Stanisław,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3386,nicolas-debeaumarche,DEBEAUMARCHÉ Nicolas,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3387,kenny-elissonde,ELISSONDE Kenny,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3388,ruben-fernandez,FERNÁNDEZ Rubén,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3389,simon-geschke,GESCHKE Simon,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3390,benjamin-thomas-2,THOMAS Benjamin,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3391,harrison-wood,WOOD Harrison,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3392,ben-o-connor,O'CONNOR Ben,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3393,alex-baudin,BAUDIN Alex,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3394,aurelien-paret-peintre,PARET-PEINTRE Aurélien,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3395,valentin-paret-peintre,PARET-PEINTRE Valentin,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3396,damien-touze,TOUZÉ Damien,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3397,bastien-tronchon,TRONCHON Bastien,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3398,andrea-vendrame,VENDRAME Andrea,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3399,lawrence-warbasse,WARBASSE Larry,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3400,hugh-carthy,CARTHY Hugh,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3401,jefferson-alexander-cepeda,CEPEDA Jefferson Alexander,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3402,stefan-de-bod,DE BOD Stefan,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3403,andrey-amador,AMADOR Andrey,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3404,simon-carr,CARR Simon,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3405,johan-esteban-chaves,CHAVES Esteban,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3406,mikkel-honore,HONORÉ Mikkel Frølich,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3407,georg-steinhauser,STEINHAUSER Georg,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3408,laurence-pithie,PITHIE Laurence,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3409,lewis-askey,ASKEY Lewis,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3410,cyril-barthe,BARTHE Cyril,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3411,clement-davy,DAVY Clément,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3412,lorenzo-germani,GERMANI Lorenzo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3413,olivier-le-gac,LE GAC Olivier,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3414,fabian-lienhard,LIENHARD Fabian,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3415,enzo-paleni,PALENI Enzo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3416,biniam-girmay,GIRMAY Biniam,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3417,lilian-calmejane,CALMEJANE Lilian,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3418,kevin-colleoni,COLLEONI Kevin,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3419,madis-mihkels,MIHKELS Madis,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3420,simone-petilli,PETILLI Simone,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3421,adrien-petit,PETIT Adrien,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3422,dion-smith,SMITH Dion,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3423,roel-van-sintmaartensdijk,VAN SINTMAARTENSDIJK Roel,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3424,michael-woods,WOODS Michael,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3425,simon-clarke,CLARKE Simon,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3426,marco-frigo,FRIGO Marco,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3427,hugo-hofstetter,HOFSTETTER Hugo,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
3428,riley-pickrell,PICKRELL Riley,p4,25 May 2024,184.0,GT.B.Stage,UCI.WR.GT.B.Stage,349.0,4312.0,732.0,Giro d'Italia 2024 Stage 20
